Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.DownloadDiagnostics.DownloadDiagnosticMaxConnections,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"32",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.DownloadTransports,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"HTTP,FTP",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.DownloadURL,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.EOMTime,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",xsd:dateTime,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.EnablePerConnectionResults,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.EthernetPriority,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.Interface,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.NumberOfConnections,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"1",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.PerConnectionResult,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.DownloadDiagnostics.PerConnectionResultNumberOfEntries,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.PeriodOfFullLoading,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
