Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.LANDevice.1.Hosts.Host.3.InterfaceType,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",xsd:string,2023-05-26T00:47:16.028Z,,,,
InternetGatewayDevice.LANDevice.1.Hosts.Host.3.Layer2Interface,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",xsd:string,2023-05-26T00:47:16.028Z,,,,
InternetGatewayDevice.LANDevice.1.Hosts.Host.3.LeaseTimeRemaining,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",xsd:string,2023-05-26T00:47:16.028Z,,,,
InternetGatewayDevice.LANDevice.1.Hosts.Host.3.MACAddress,false,2023-05-26T00:47:16.024Z,true,2023-05-26T00:47:16.024Z,"",xsd:string,2023-05-26T00:47:16.028Z,,,,
InternetGatewayDevice.LANDevice.1.Hosts.Host.3.UserClassID,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",xsd:string,2023-05-26T00:47:16.028Z,,,,
InternetGatewayDevice.LANDevice.1.Hosts.Host.3.VendorClassID,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",xsd:string,2023-05-26T00:47:16.028Z,,,,
InternetGatewayDevice.LANDevice.1.Hosts.HostNumberOfEntries,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"2",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig,true,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1,true,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.DuplexMode,false,2023-05-26T00:47:16.024Z,true,2023-05-26T00:47:16.024Z,"Auto",xsd:string,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Enable,false,2023-05-26T00:47:16.024Z,true,2023-05-26T00:47:16.024Z,"false",xsd:boolean,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.MACAddress,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"D8:36:5F:65:9C:6E",xsd:string,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.MACAddressControlEnabled,false,2023-05-26T00:47:16.024Z,true,2023-05-26T00:47:16.024Z,"true",xsd:boolean,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.MaxBitRate,false,2023-05-26T00:47:16.024Z,true,2023-05-26T00:47:16.024Z,"Auto",xsd:string,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Name,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"eth0",xsd:string,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats,true,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BroadcastPacketsReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BroadcastPacketsSent,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BytesReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"1393703",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BytesSent,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"3027952",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.DiscardPacketsReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.DiscardPacketsSent,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.ErrorsReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.ErrorsSent,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.MulticastPacketsReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.MulticastPacketsSent,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.PacketsReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"7107",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.PacketsSent,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"3686",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.UnicastPacketsReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.UnicastPacketsSent,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.UnknownProtoPacketsReceived,false,2023-05-26T00:47:16.024Z,false,2023-05-26T00:47:16.024Z,"0",xsd:unsignedInt,2023-05-26T00:47:16.026Z,,,,
